Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Ford,Fiesta,1.0,Petrol,2007,160283,3287
VW,Golf,1.2,Petrol,2017,29952,21699
Ford,Mondeo,1.4,Diesel,1990,137627,2272
VW,Golf,2.0,Petrol,2001,138739,4525
BMW,M5,4.0,Petrol,2011,64483,50868
Toyota,Prius,1.0,Hybrid,2003,97734,7420
BMW,M5,4.4,Petrol,2004,122845,22013
VW,Golf,1.2,Diesel,2007,127794,5988
Toyota,RAV4,2.0,Petrol,2010,17745,27322
VW,Golf,1.8,Petrol,2000,110193,5012
Toyota,RAV4,2.4,Hybrid,2010,82707,23977
VW,Golf,2.0,Petrol,2011,69304,14706
Ford,Fiesta,1.2,Petrol,2021,8092,26218
VW,Golf,1.8,Petrol,2013,6730,23106
Ford,Fiesta,1.0,Petrol,2018,25829,17798
Toyota,Prius,1.4,Hybrid,2006,129665,8422
VW,Polo,2.0,Petrol,2009,92951,9207
BMW,X3,3.0,Petrol,2018,42305,47045
Toyota,Prius,1.8,Hybrid,2007,72539,15507
VW,Passat,1.6,Diesel,1997,189861,2645
Toyota,Yaris,1.4,Petrol,2002,240521,1594
VW,Polo,2.0,Diesel,2004,99661,6599
Toyota,Prius,1.0,Hybrid,2018,37741,30007
Toyota,RAV4,2.4,Hybrid,2013,76359,30596
Toyota,Prius,1.4,Hybrid,2018,19601,39381
Ford,Fiesta,1.0,Petrol,2019,31835,18383
VW,Polo,2.0,Petrol,2017,31306,23423
Toyota,RAV4,1.8,Hybrid,2004,126536,10066
Porsche,Cayenne,4.0,Petrol,1994,158243,6441
VW,Polo,2.0,Petrol,2018,42553,23426
Toyota,Yaris,1.2,Hybrid,2001,105739,5159
VW,Golf,1.6,Petrol,1999,166805,2813
Ford,Focus,1.8,Petrol,1998,206514,2356
VW,Polo,1.6,Petrol,2000,91998,4550
Toyota,Yaris,1.4,Hybrid,2003,123416,5569
Toyota,Prius,1.8,Hybrid,1998,200426,3098
Toyota,Prius,1.8,Hybrid,2022,5714,62767
BMW,M5,5.0,Petrol,1986,207746,3474
Porsche,Cayenne,3.0,Petrol,2009,104479,23149
VW,Polo,1.6,Petrol,2008,83417,8241
VW,Polo,1.2,Petrol,2010,103201,7076
Ford,Focus,1.4,Petrol,1998,142153,3591
VW,Passat,1.8,Diesel,2014,37520,27244
Toyota,Yaris,1.4,Petrol,2016,48620,18647
Ford,Focus,1.0,Petrol,1994,209929,1305
BMW,Z4,2.4,Petrol,1994,177996,2950
Ford,Mondeo,2.0,Hybrid,1993,206656,2113
Toyota,Prius,1.8,Hybrid,2012,66327,22558
Toyota,Prius,1.8,Hybrid,2016,23746,38193
Toyota,Yaris,1.4,Petrol,2019,18433,27157
BMW,X3,2.4,Diesel,2007,87796,15742
VW,Golf,1.6,Petrol,2003,127615,5050
VW,Polo,1.2,Petrol,1994,223610,895
Toyota,RAV4,2.0,Hybrid,2010,71552,23623
Porsche,911,2.2,Petrol,2004,98944,22039
Ford,Focus,1.4,Diesel,2007,130381,7545
VW,Passat,1.8,Diesel,1990,230817,1221
Ford,Mondeo,1.6,Hybrid,2012,72146,19528
VW,Passat,1.8,Diesel,2011,110977,13577
Toyota,Yaris,1.4,Petrol,2005,110384,5857
Toyota,Yaris,1.0,Petrol,1999,104919,3456
Toyota,Prius,1.4,Hybrid,2001,147455,5234
Ford,Mondeo,1.6,Diesel,1986,292517,470
Porsche,911,2.6,Petrol,2022,7241,141442
VW,Golf,1.8,Diesel,2008,99665,9699
VW,Polo,2.0,Petrol,2005,66814,8445
Ford,Focus,1.4,Hybrid,1986,209140,1094
Toyota,Yaris,1.4,Hybrid,2000,187646,2685
Toyota,RAV4,2.0,Hybrid,1995,154890,4637
Toyota,Yaris,1.4,Hybrid,2008,73388,11181
VW,Polo,1.6,Petrol,2018,20085,23857
Ford,Focus,1.6,Petrol,2016,19059,29665
VW,Polo,1.0,Petrol,2015,37518,13977
VW,Polo,1.4,Petrol,2003,72769,5942
BMW,Z4,2.0,Petrol,2000,201745,3267
Toyota,Yaris,1.2,Hybrid,2001,175839,2942
Toyota,Prius,1.4,Hybrid,1998,94246,6451
Ford,Fiesta,1.2,Petrol,2014,30227,14563
BMW,X3,3.0,Diesel,2013,96678,24640
VW,Golf,1.2,Petrol,2004,101943,5681
Ford,Fiesta,1.2,Petrol,1987,350314,165
Toyota,Yaris,1.2,Hybrid,2002,77953,6726
Ford,Focus,1.4,Petrol,1992,231338,1114
Ford,Fiesta,1.2,Petrol,2008,46592,8857
Ford,Focus,1.8,Petrol,2007,134696,7875
VW,Polo,1.6,Petrol,2018,51329,19852
Toyota,RAV4,2.0,Petrol,1984,146321,1991
Ford,Mondeo,1.8,Diesel,1999,120765,5359
VW,Golf,1.4,Diesel,1999,198536,2102
Toyota,Yaris,1.4,Hybrid,1995,94851,4045
Toyota,Yaris,1.0,Hybrid,2020,16230,29796
Toyota,Prius,1.0,Hybrid,2012,72000,16190
Ford,Focus,1.8,Petrol,1988,57586,3869
VW,Passat,1.6,Diesel,2000,11500,11688
Toyota,Prius,1.8,Hybrid,2004,88890,11339
VW,Golf,2.0,Petrol,1985,327955,282
BMW,M5,4.4,Petrol,1995,141713,10409
Ford,Fiesta,1.2,Petrol,1986,194758,661
Toyota,RAV4,1.8,Hybrid,2008,105658,15407
VW,Golf,1.6,Petrol,1996,236742,1243
Toyota,Prius,1.0,Hybrid,2001,170848,3642
Ford,Focus,1.0,Petrol,2006,73956,8597
BMW,M5,5.0,Petrol,2015,71525,70862
Ford,Fiesta,1.4,Petrol,1992,111608,2106
VW,Golf,1.6,Petrol,2012,25072,18459
Ford,Mondeo,1.6,Diesel,2019,16864,38150
Toyota,Yaris,1.2,Petrol,2017,37535,19736
Ford,Fiesta,1.2,Petrol,2021,12744,25584
Ford,Mondeo,2.0,Diesel,1995,120462,4337
Porsche,Cayenne,3.5,Petrol,2010,133017,21480
VW,Polo,1.2,Diesel,2009,84121,7971
Ford,Fiesta,1.4,Hybrid,2003,109251,5357
Toyota,Prius,1.8,Hybrid,2011,139857,12292
BMW,M5,4.4,Petrol,2008,102189,33590
Ford,Focus,1.4,Petrol,2014,29088,22959
Ford,Focus,1.0,Petrol,2019,10446,30000
Ford,Focus,1.0,Petrol,2016,46415,20006
BMW,Z4,2.4,Petrol,2004,72585,12984
Ford,Focus,1.0,Petrol,1994,169139,1860
Ford,Mondeo,2.0,Diesel,1999,59422,8732
BMW,M5,4.4,Petrol,2010,77917,45609
Ford,Focus,2.0,Diesel,2015,39832,28922
VW,Golf,1.8,Diesel,2002,49745,9119
VW,Golf,1.2,Hybrid,2015,52185,19938
Ford,Focus,1.8,Hybrid,2021,6989,56193
Porsche,718 Cayman,2.4,Petrol,2014,18812,42495
BMW,Z4,2.2,Petrol,2016,33604,35360
Ford,Focus,2.0,Diesel,2021,14426,49837
VW,Polo,1.6,Petrol,2009,146383,5467
VW,Polo,1.6,Petrol,2019,19706,25555
BMW,M5,4.0,Petrol,2004,116156,22095
VW,Polo,1.6,Petrol,2003,78432,6112
Porsche,911,2.6,Petrol,1992,277697,2326
VW,Polo,2.0,Petrol,2003,56392,7908
BMW,Z4,3.0,Petrol,1998,153314,5297
VW,Passat,1.6,Diesel,2008,116192,10074
Toyota,Yaris,1.0,Hybrid,2007,160999,4540
VW,Polo,1.4,Petrol,2007,41271,9487
BMW,Z4,3.0,Petrol,1994,212417,2440
VW,Passat,1.8,Petrol,1987,274883,633
Toyota,Prius,1.0,Hybrid,2006,99311,8960
VW,Passat,2.0,Diesel,1995,226163,1874
BMW,X3,2.4,Diesel,1985,212778,1316
Ford,Fiesta,1.4,Petrol,2009,123377,5981
VW,Polo,2.0,Diesel,2002,100106,5756
VW,Golf,1.2,Petrol,2010,90021,9238
VW,Passat,2.0,Diesel,2005,65052,13268
BMW,X3,3.0,Diesel,2018,47787,47771
Ford,Fiesta,1.4,Petrol,1990,64439,2572
Ford,Mondeo,2.0,Diesel,2003,139499,6366
Toyota,Yaris,1.0,Hybrid,2006,150476,4633
VW,Polo,2.0,Petrol,1994,273909,726
Ford,Focus,1.6,Petrol,1993,115388,3392
Ford,Focus,1.4,Petrol,2010,98850,11148
Ford,Focus,2.0,Diesel,2010,87561,15171
Ford,Focus,1.0,Petrol,2004,148817,4289
VW,Passat,1.6,Diesel,2013,81009,18164
VW,Golf,1.4,Hybrid,2018,32057,29702
Toyota,RAV4,2.4,Petrol,1998,36177,12114
VW,Passat,1.4,Diesel,1995,123785,3736
Toyota,RAV4,2.4,Hybrid,1987,167625,2680
BMW,M5,4.4,Petrol,1996,126521,12550
Ford,Fiesta,1.4,Petrol,2011,38299,12285
BMW,Z4,2.4,Petrol,2001,200911,3854
Toyota,RAV4,2.2,Petrol,1989,217893,1576
BMW,Z4,2.2,Petrol,2000,185712,3943
VW,Golf,1.2,Diesel,2014,71217,14423
BMW,Z4,3.0,Petrol,2001,135158,7494
VW,Polo,1.6,Petrol,1992,235423,812
VW,Golf,1.4,Diesel,2001,151218,3593
Ford,Mondeo,1.8,Diesel,1992,292860,741
Porsche,911,2.2,Petrol,2004,115875,19426
VW,Passat,1.6,Diesel,1996,163533,3098
BMW,Z4,2.4,Petrol,2013,9746,34509
VW,Polo,1.0,Petrol,2015,49393,13005
Toyota,RAV4,1.8,Petrol,2020,6896,53478
BMW,M5,5.0,Petrol,2016,28563,98956
VW,Passat,2.0,Diesel,2012,74462,19870
Toyota,RAV4,1.8,Hybrid,2017,28279,46773
VW,Polo,1.6,Petrol,2015,54767,15905
Toyota,Yaris,1.4,Hybrid,1997,241386,1359
Ford,Fiesta,1.2,Petrol,2019,20137,21512
Toyota,RAV4,2.2,Hybrid,1996,214684,3104
Toyota,Prius,1.8,Hybrid,2009,77247,17162
Ford,Mondeo,2.0,Diesel,2021,5048,51871
Ford,Mondeo,1.8,Diesel,1996,202154,2230
Toyota,RAV4,2.2,Hybrid,2006,146649,10834
VW,Passat,2.0,Diesel,2015,47727,28859
Ford,Fiesta,1.2,Diesel,1998,119435,2878
Ford,Mondeo,1.8,Hybrid,1999,181011,3743
Ford,Focus,1.6,Petrol,2018,31912,31528
VW,Passat,1.6,Petrol,2017,25592,32012
Ford,Mondeo,2.0,Diesel,1997,141920,4185
VW,Passat,2.0,Diesel,2000,179224,3959
VW,Golf,1.6,Hybrid,1995,198710,1964
VW,Passat,1.4,Diesel,2008,77152,12502
Ford,Fiesta,1.4,Hybrid,2004,152580,4073
Ford,Focus,1.0,Petrol,2010,82923,10554
VW,Passat,1.8,Diesel,2016,32548,32051
Toyota,Prius,1.4,Hybrid,2014,69092,22319
Toyota,Prius,1.0,Hybrid,2019,21500,35207
VW,Golf,1.2,Petrol,1987,316219,280
Ford,Focus,1.0,Petrol,1996,120860,3141
Ford,Fiesta,1.2,Petrol,1991,290024,385
Ford,Mondeo,1.8,Diesel,1989,293198,605
Ford,Mondeo,1.4,Petrol,2009,53810,14046
Ford,Focus,1.4,Petrol,2004,96078,7625
Toyota,Yaris,1.4,Hybrid,2011,43935,16501
VW,Golf,1.2,Hybrid,1989,247664,733
Ford,Mondeo,2.0,Diesel,2014,55659,24315
Toyota,Yaris,1.4,Hybrid,2002,121709,5279
BMW,X3,3.0,Diesel,2020,9585,67891
VW,Golf,1.2,Petrol,2007,103414,6864
Ford,Focus,1.8,Petrol,2007,77222,12059
Toyota,Yaris,1.0,Hybrid,2014,23729,19166
Ford,Fiesta,1.0,Petrol,1992,132373,1516
Ford,Mondeo,1.4,Diesel,2002,108938,6316
Ford,Mondeo,1.8,Diesel,2001,154437,4681
Ford,Fiesta,1.4,Petrol,1997,207246,1332
Ford,Focus,2.0,Petrol,1999,87014,6966
Ford,Fiesta,1.0,Diesel,2005,113663,4379
Toyota,Prius,1.8,Hybrid,2006,107191,11342
VW,Polo,1.6,Petrol,2019,5266,27592
Toyota,Yaris,1.2,Hybrid,2012,72755,13573
Ford,Mondeo,1.8,Diesel,2000,191311,3202
Toyota,RAV4,2.0,Hybrid,1986,151944,2607
Toyota,Prius,1.8,Hybrid,2013,50343,26718
Toyota,RAV4,2.4,Hybrid,1993,150058,4626
Toyota,Yaris,1.0,Petrol,2008,84513,7295
Ford,Mondeo,1.6,Diesel,2019,21144,37267
Ford,Fiesta,1.0,Petrol,1999,158962,1949
VW,Passat,2.0,Diesel,2009,55611,18413
Toyota,Yaris,1.0,Petrol,1985,200249,623
Toyota,RAV4,2.4,Hybrid,2011,68697,28195
VW,Golf,1.8,Petrol,2002,226090,2168
Toyota,Prius,1.4,Hybrid,1991,154378,2539
Ford,Focus,1.8,Hybrid,1994,143424,3704
Porsche,911,3.0,Petrol,2008,117313,29295
Ford,Focus,1.6,Petrol,2012,59299,17873
Ford,Mondeo,2.0,Hybrid,2022,6957,62748
Ford,Fiesta,1.4,Petrol,2012,51426,12121
Toyota,RAV4,2.4,Hybrid,2000,81171,12442
VW,Passat,2.0,Diesel,2015,20785,33783
Toyota,Prius,1.8,Hybrid,1986,238935,984
Ford,Focus,1.8,Petrol,2013,79366,17727
BMW,Z4,3.0,Petrol,2015,55995,33696
BMW,X3,2.4,Diesel,2001,163826,5847
VW,Polo,1.6,Petrol,2019,22737,25130
Toyota,Prius,1.8,Hybrid,2010,79366,18080
Ford,Focus,2.0,Diesel,2015,65198,24662
Toyota,RAV4,2.2,Petrol,2013,70570,25385
BMW,Z4,2.4,Petrol,2002,169472,5406
Toyota,Prius,1.0,Hybrid,1999,123844,4671
Ford,Fiesta,1.0,Petrol,2006,114472,4431
Ford,Focus,1.6,Petrol,1998,91542,5645
Ford,Focus,1.0,Diesel,2021,15481,35041
BMW,X3,3.0,Diesel,2006,64048,19355
Porsche,Cayenne,4.0,Diesel,2017,44998,71586
Ford,Fiesta,1.0,Petrol,2004,120360,3707
BMW,M5,4.4,Petrol,2006,95875,30782
VW,Golf,2.0,Diesel,2004,192804,3688
Ford,Focus,2.0,Petrol,2014,58761,22912
BMW,Z4,2.2,Petrol,2020,18076,50393
Toyota,Prius,1.0,Hybrid,2017,21454,30820
Porsche,Cayenne,2.6,Diesel,2003,190389,7558
VW,Polo,1.6,Petrol,2016,21268,20743
Toyota,Prius,1.8,Hybrid,2013,25388,30983
Ford,Fiesta,1.2,Petrol,1997,167508,1740
Ford,Focus,1.0,Petrol,1989,220294,852
Toyota,Yaris,1.2,Petrol,2011,87331,9569
Ford,Mondeo,1.6,Hybrid,2010,72969,16996
Toyota,RAV4,1.8,Hybrid,1998,228045,2844
Ford,Fiesta,1.0,Petrol,2015,45483,12981
VW,Polo,1.2,Petrol,2013,34786,13618
VW,Polo,1.4,Petrol,2000,83761,4511
Ford,Focus,1.0,Diesel,2009,92100,9717
Toyota,RAV4,2.2,Hybrid,2013,59678,32722
Ford,Fiesta,1.0,Petrol,2003,156068,2607
BMW,M5,4.4,Petrol,2012,64816,56904
VW,Golf,1.4,Petrol,2012,53071,14611
Toyota,RAV4,2.0,Hybrid,2011,89814,22257
Toyota,RAV4,2.4,Hybrid,1995,223629,2798
Toyota,Prius,1.8,Hybrid,2004,97190,10684
Ford,Mondeo,2.0,Diesel,2007,83990,12620
BMW,M5,4.4,Petrol,2002,58466,30445
Ford,Focus,1.4,Petrol,1998,103283,4849
VW,Polo,1.6,Petrol,2006,110119,5944
Ford,Fiesta,1.4,Petrol,2017,30751,19155
Toyota,Prius,1.8,Hybrid,2011,107067,15844
Porsche,Cayenne,3.0,Petrol,2003,178984,8532
Porsche,911,3.5,Petrol,1993,218471,4982
BMW,Z4,2.2,Petrol,1999,145020,5189
Ford,Fiesta,1.4,Petrol,2009,113942,6429
BMW,M5,4.0,Petrol,2009,73372,41960
Ford,Focus,1.0,Diesel,2001,102347,5292
Toyota,RAV4,1.8,Petrol,1993,166275,2918
Ford,Fiesta,1.2,Petrol,2016,34319,16250
Toyota,Yaris,1.4,Petrol,2003,53689,7594
Porsche,Cayenne,4.0,Petrol,1995,164945,6510
Ford,Fiesta,1.0,Petrol,1986,275958,288
VW,Polo,2.0,Petrol,2012,86959,11735
Porsche,Cayenne,4.0,Diesel,1995,163396,6925
Toyota,Prius,1.8,Hybrid,2007,80568,14680
VW,Golf,1.8,Petrol,2004,146367,4931
Ford,Mondeo,1.8,Diesel,2018,24344,36326
Toyota,Prius,1.4,Hybrid,1995,107090,4808
Ford,Focus,2.0,Petrol,2015,40758,27393
VW,Polo,1.0,Petrol,2021,8831,24469
Ford,Focus,1.6,Diesel,2009,87271,12720
Ford,Fiesta,1.0,Petrol,1996,109297,2365
BMW,M5,4.0,Petrol,2017,44436,86150
VW,Polo,1.2,Petrol,2010,39923,10815
Ford,Focus,1.4,Diesel,2004,182966,4000
VW,Golf,1.8,Petrol,2004,159936,4410
VW,Golf,2.0,Hybrid,2012,26674,24542
BMW,X3,2.0,Petrol,1999,151379,4932
VW,Passat,1.6,Diesel,1993,193461,1963
Toyota,Yaris,1.2,Hybrid,2014,90659,13698
Ford,Focus,1.0,Petrol,1995,271704,792
Toyota,Yaris,1.0,Petrol,1999,82848,4050
Porsche,718 Cayman,4.0,Petrol,1984,192653,2083
Ford,Focus,1.4,Petrol,2021,10777,40489
BMW,Z4,2.4,Petrol,2000,107779,7744
Ford,Focus,1.8,Diesel,1989,162161,1991
Ford,Focus,1.6,Diesel,2010,99364,12467
Toyota,Yaris,1.2,Petrol,2001,162154,2751
Toyota,RAV4,2.0,Petrol,1995,146159,4151
VW,Golf,2.0,Petrol,1996,175332,2395
Ford,Focus,1.4,Petrol,2015,38439,23238
BMW,M5,4.0,Petrol,1991,186584,5221
VW,Golf,1.8,Diesel,1993,176998,1926
Ford,Fiesta,1.2,Petrol,1995,234544,844
VW,Passat,1.6,Diesel,2005,104633,8996
Toyota,Yaris,1.2,Petrol,2006,74198,7508
Toyota,Prius,1.0,Hybrid,2010,79072,13503
Ford,Focus,1.0,Petrol,2014,83049,13768
Toyota,Yaris,1.0,Petrol,2011,52172,11045
Porsche,Cayenne,4.0,Diesel,2005,49258,31333
Toyota,RAV4,2.4,Hybrid,2005,161101,9398
VW,Golf,1.8,Petrol,2005,61029,9874
Toyota,RAV4,2.0,Hybrid,2003,120756,10381
VW,Golf,1.6,Hybrid,2010,102247,11718
Ford,Focus,2.0,Petrol,1986,273281,605
Toyota,Prius,1.8,Hybrid,1992,206704,1964
Ford,Focus,1.8,Diesel,1999,118898,5487
Ford,Mondeo,1.4,Diesel,2015,64914,20484
Ford,Focus,1.4,Petrol,2020,33722,33346
Porsche,Cayenne,2.6,Petrol,2011,38730,38264
VW,Golf,1.6,Petrol,1992,211438,1197
Ford,Mondeo,1.4,Diesel,2016,50668,23988
VW,Golf,1.8,Hybrid,2020,13144,42752
Ford,Focus,1.4,Diesel,2004,103282,7595
Ford,Mondeo,2.0,Diesel,2020,30730,42192
Ford,Mondeo,1.6,Petrol,2012,94852,13890
Toyota,Yaris,1.4,Petrol,2011,94698,9807
VW,Polo,1.0,Petrol,1993,118561,1852
VW,Golf,1.8,Diesel,2018,18225,31853
VW,Polo,1.0,Diesel,2002,38046,6150
Ford,Mondeo,1.4,Diesel,1988,158225,1681
Ford,Mondeo,2.0,Diesel,2002,233488,2647
Ford,Focus,1.0,Diesel,2001,139074,3989
BMW,Z4,2.4,Petrol,2013,17647,33083
Ford,Fiesta,1.0,Petrol,2010,84370,7206
VW,Golf,2.0,Petrol,2007,86845,9987
Ford,Focus,1.8,Petrol,2015,80046,20161
VW,Golf,1.2,Petrol,2019,24864,25522
Toyota,Yaris,1.4,Hybrid,1995,189912,1886
Toyota,RAV4,2.4,Hybrid,1996,159271,5237
Toyota,Yaris,1.2,Hybrid,2018,22894,27540
BMW,M5,4.4,Petrol,2013,71847,58051
VW,Passat,1.6,Diesel,2004,63588,11209
Porsche,911,3.0,Petrol,1992,183620,5866
Ford,Mondeo,2.0,Diesel,2013,43497,24533
VW,Polo,1.4,Petrol,1991,198248,992
VW,Golf,1.4,Diesel,1999,130392,3717
Ford,Focus,1.8,Petrol,1999,138039,4498
Porsche,911,2.2,Petrol,1989,267812,1922
Porsche,718 Cayman,4.0,Petrol,1987,259585,1389
BMW,Z4,2.0,Petrol,2015,42024,30002
VW,Golf,1.2,Petrol,2003,145863,3782
VW,Passat,1.8,Petrol,1987,263811,702
Ford,Fiesta,1.2,Petrol,2009,39621,9876
Toyota,Prius,1.4,Hybrid,2005,52817,13610
BMW,M5,4.0,Petrol,2002,74372,26135
VW,Polo,1.6,Petrol,2006,121931,5433
VW,Passat,1.8,Diesel,1995,238128,1594
VW,Polo,1.4,Petrol,2017,44218,18152
VW,Golf,1.4,Diesel,2001,119029,4640
Ford,Fiesta,1.2,Petrol,2008,84431,6905
Toyota,Prius,1.0,Hybrid,1990,82229,3482
VW,Polo,2.0,Petrol,1990,144223,1752
Ford,Mondeo,2.0,Diesel,2011,67511,18433
BMW,X3,2.0,Diesel,2019,10146,51705
Ford,Mondeo,2.0,Diesel,1991,118036,3384
Toyota,Prius,1.8,Hybrid,1989,168573,2238
VW,Polo,1.6,Petrol,2013,77069,12017
BMW,M5,5.0,Petrol,2020,25830,131218
VW,Passat,1.8,Diesel,1991,223155,1399
VW,Golf,2.0,Petrol,2002,190874,3126
Ford,Mondeo,1.8,Diesel,1989,371540,284
Toyota,Prius,1.0,Hybrid,1995,196217,1962
Ford,Mondeo,1.8,Petrol,1997,182402,2697
Toyota,RAV4,1.8,Hybrid,2006,78461,16378
VW,Golf,1.2,Diesel,2009,74589,10102
Ford,Fiesta,1.0,Petrol,1995,117398,2081
Ford,Fiesta,1.4,Petrol,2016,35063,17476
Toyota,RAV4,2.4,Petrol,1991,203762,2133
VW,Polo,2.0,Petrol,1990,306109,410
VW,Polo,1.0,Petrol,2005,119768,4085
VW,Golf,1.6,Petrol,2017,34127,24458
Toyota,Yaris,1.2,Petrol,2002,211966,1911
VW,Polo,1.4,Diesel,2006,113963,5671
Ford,Fiesta,1.0,Petrol,2018,26145,17766
Ford,Fiesta,1.4,Petrol,1996,187275,1485
VW,Golf,1.2,Diesel,2011,65050,12302
VW,Polo,1.6,Diesel,2015,41123,18169
Porsche,718 Cayman,4.0,Petrol,1991,127830,5692
Ford,Mondeo,1.6,Diesel,1989,238157,953
Toyota,Prius,1.4,Hybrid,2019,28814,39978
Toyota,Prius,1.4,Hybrid,1988,293676,594
VW,Passat,1.4,Diesel,2009,116284,10066
Porsche,911,3.0,Petrol,2008,106723,31730
VW,Polo,1.6,Petrol,2008,106016,7003
Toyota,RAV4,1.8,Hybrid,1993,202061,2572
BMW,Z4,2.4,Petrol,1987,227684,1192
Toyota,RAV4,1.8,Hybrid,1989,323892,634
VW,Passat,2.0,Diesel,2004,139478,7191
Ford,Mondeo,2.0,Diesel,1998,85116,6872
VW,Polo,2.0,Petrol,1997,146656,2740
BMW,Z4,2.4,Petrol,2010,61053,20905
VW,Passat,1.4,Diesel,2005,84980,9695
VW,Passat,2.0,Diesel,1994,142311,3609
Ford,Focus,1.0,Diesel,1994,61380,4409
VW,Polo,2.0,Petrol,2003,81104,6709
VW,Passat,1.6,Diesel,2016,50653,27095
Ford,Focus,2.0,Petrol,1989,50945,4547
Ford,Mondeo,2.0,Diesel,2005,109812,9160
Porsche,718 Cayman,4.0,Petrol,2001,138172,10216
VW,Golf,1.4,Petrol,2018,42715,23237
VW,Golf,1.4,Hybrid,2014,48008,20677
VW,Polo,1.6,Petrol,1991,210757,949
BMW,X3,3.0,Diesel,2001,195286,4992
Porsche,911,2.6,Petrol,2010,107761,33492
VW,Polo,1.2,Petrol,1986,258871,379
BMW,Z4,2.0,Petrol,2004,147304,6778
Ford,Mondeo,2.0,Diesel,1996,165241,3232
VW,Polo,1.0,Petrol,1989,200633,718
VW,Passat,1.4,Diesel,1990,261496,812
Porsche,Cayenne,3.5,Diesel,2011,6000,55912
VW,Polo,1.2,Petrol,2018,31686,19351
BMW,Z4,3.0,Petrol,1991,107780,4751
Toyota,RAV4,2.2,Hybrid,2013,33916,38338
VW,Polo,2.0,Diesel,2014,50685,17922
VW,Golf,1.8,Diesel,1991,90185,3343
Toyota,Yaris,1.2,Hybrid,1998,111108,4058
Ford,Fiesta,1.0,Petrol,1996,220852,932
BMW,M5,4.0,Petrol,1991,110959,9660
VW,Polo,1.2,Diesel,2007,132388,4867
VW,Polo,2.0,Petrol,2006,76434,8462
VW,Golf,1.2,Hybrid,2003,70900,7934
Ford,Focus,1.4,Petrol,2005,62273,10284
VW,Golf,1.8,Diesel,1996,108846,4072
BMW,M5,4.0,Petrol,2011,35860,60792
Ford,Fiesta,1.4,Petrol,2000,164644,2351
VW,Polo,1.4,Petrol,2014,62889,13210
VW,Golf,1.2,Petrol,2000,122429,3728
VW,Polo,1.0,Petrol,1998,139600,2192
Porsche,718 Cayman,2.0,Petrol,1995,220172,2402
Ford,Fiesta,1.0,Petrol,2007,190629,2538
VW,Golf,1.6,Petrol,1995,267831,872
VW,Passat,1.4,Diesel,1987,169183,1516
Toyota,Yaris,1.2,Hybrid,2013,31573,18784
Toyota,Prius,1.0,Hybrid,2003,172990,4087
BMW,M5,4.0,Petrol,2000,134052,14725
Porsche,Cayenne,4.0,Petrol,2005,121859,17952
Toyota,Yaris,1.4,Petrol,2019,6959,28866
VW,Passat,1.6,Diesel,2002,88312,8289
VW,Polo,2.0,Petrol,2011,70295,12310
Ford,Mondeo,2.0,Diesel,2006,90860,11248
VW,Polo,1.0,Petrol,2005,113809,4275
Toyota,Prius,1.0,Hybrid,2000,181190,3119
Ford,Mondeo,1.6,Diesel,2020,5012,43411
Ford,Mondeo,2.0,Diesel,2005,83058,11117
Toyota,RAV4,2.0,Hybrid,2013,23070,38888
Toyota,Yaris,1.4,Hybrid,2021,13758,38190
VW,Golf,1.2,Hybrid,1998,132287,3625
VW,Polo,1.4,Petrol,2012,79993,10307
Toyota,Yaris,1.4,Hybrid,2000,125184,4497
VW,Polo,1.2,Petrol,2001,80313,4573
Porsche,718 Cayman,2.0,Petrol,2003,129276,8856
VW,Polo,1.2,Petrol,2001,128867,3194
Toyota,Yaris,1.2,Hybrid,2003,94346,6408
Ford,Fiesta,1.0,Petrol,2011,68263,8597
VW,Golf,1.6,Diesel,2013,40927,18892
VW,Passat,1.4,Diesel,1985,271101,531
BMW,M5,4.0,Petrol,2006,103431,27774
Toyota,Yaris,1.0,Hybrid,1995,165913,1958
Toyota,Prius,1.4,Hybrid,2005,104270,9563
Porsche,718 Cayman,2.0,Petrol,2006,107197,12808
Toyota,Yaris,1.0,Petrol,1994,234918,831
Toyota,Prius,1.0,Hybrid,1999,217638,2118
Ford,Fiesta,1.0,Petrol,1991,75028,2165
Porsche,Cayenne,3.0,Petrol,1995,112408,8579
VW,Polo,1.4,Petrol,1997,122529,2776
Ford,Focus,1.0,Diesel,1998,214224,1722
VW,Passat,1.8,Petrol,2021,13764,47305
Toyota,Yaris,1.2,Hybrid,2011,84509,11713
BMW,M5,4.4,Petrol,2006,54116,40867
BMW,M5,5.0,Petrol,2020,14344,139775
BMW,X3,2.0,Diesel,1996,180918,3308
Toyota,Yaris,1.4,Petrol,2006,102800,6624
VW,Golf,1.2,Petrol,2016,53464,17618
Toyota,RAV4,2.2,Petrol,2017,41134,39965
Toyota,Yaris,1.4,Petrol,2013,74127,12939
Ford,Fiesta,1.0,Petrol,2006,96839,5050
VW,Golf,1.8,Diesel,2000,196964,2584
Ford,Fiesta,1.2,Petrol,2016,49200,14856
Toyota,Prius,1.0,Hybrid,2015,35778,24854
VW,Passat,1.4,Diesel,2008,104011,10326
VW,Polo,1.6,Petrol,2012,74836,11415
Toyota,Prius,1.8,Hybrid,2008,153601,9000
BMW,M5,4.4,Petrol,2014,41757,75187
Ford,Focus,2.0,Petrol,1994,213450,1788
Toyota,Prius,1.4,Hybrid,1996,93047,5695
